,Longitude,Latitude,Month,Season,DayofWeek,Workday,Hour,PRECIPITATION,MIN_TEMPERATURE,Target
378,-113.90607605639545,50.91674546690538,5,Summer,0,Weekday,20,1,5.0,0
236,-114.2438783817672,51.107179879950664,11,Summer,0,Weekday,6,0,15.6,0
991,-113.9700118,51.03776386,10,Summer,0,Weekday,18,0,0.2,1
682,-114.0812275,51.05353516,2,Winter,2,Weekday,11,0,-11.3,1
598,-114.0530477414374,51.15160446701281,9,Summer,0,Weekday,19,0,-7.4,0
932,-114.09467259439623,51.08775432912088,6,Winter,1,Weekday,11,1,-11.3,0
901,-114.04281442717597,50.94507735139749,10,Summer,3,Weekday,23,0,3.1,0
1480,-114.10494703791625,51.13336064985379,7,Summer,0,Weekday,6,1,-9.5,0
32,-114.0703469896038,51.04352577225791,10,Summer,5,Weekday,0,0,-0.6,1
187,-113.95508848770439,51.09778117572122,11,Summer,1,Weekday,23,0,12.8,0
630,-114.09474948145296,51.09564948534781,11,Summer,1,Weekday,9,0,13.4,0
209,-114.19602325311337,51.12271365299311,1,Winter,2,Weekday,7,0,-14.1,1
66,-114.07023167548935,51.116048109240175,9,Summer,6,Weekend,16,0,9.6,1
1502,-113.99419051951261,50.99017888876097,12,Winter,4,Weekday,9,0,0.5,0
114,-114.16948506998077,51.04249021830204,7,Summer,6,Weekend,16,0,10.1,0
991,-114.04896818890897,51.158904521299306,2,Summer,6,Weekend,8,1,-3.0,0
84,-114.06072866217468,51.043255360497774,9,Summer,1,Weekday,9,1,7.8,1
1046,-113.9631446880575,51.050185507153365,9,Winter,4,Weekday,10,0,-12.8,0
1417,-114.0716029,51.09059193,7,Summer,2,Weekday,9,0,8.5,1
1444,-114.0734529,51.01623114,6,Summer,5,Weekday,5,0,5.4,1
1139,-114.0947629,51.06353574,10,Summer,1,Weekday,7,0,-3.3,1
81,-114.18911789341932,51.08361976344485,9,Summer,3,Weekday,16,0,5.0,1
480,-114.10826485435312,50.95128988607212,9,Summer,6,Weekend,19,1,12.0,0
366,-114.0681265781543,51.04346496851717,7,Summer,1,Weekday,12,0,12.7,1
618,-114.13925757785785,51.05034113431888,2,Summer,1,Weekday,19,1,6.6,0
272,-114.15773187518936,51.13056358357246,10,Summer,1,Weekday,15,0,2.1,1
442,-113.995531,51.04286795,3,Winter,1,Weekday,7,0,-7.0,1
148,-114.07935812664488,51.03781286407792,5,Winter,2,Weekday,20,0,7.5,1
680,-113.9816834,51.03774856,3,Winter,2,Weekday,18,0,-11.3,1
122,-114.05033553745902,51.05060185177274,7,Summer,6,Weekend,12,0,12.3,1
898,-114.16882361211634,51.122158531730435,3,Winter,0,Weekday,16,1,9.8,0
1193,-114.0889202,51.05133526,8,Summer,3,Weekday,18,0,9.4,1
705,-114.15823829756944,51.11568961239011,6,Summer,4,Weekday,22,1,11.6,0
1500,-113.98001537223669,50.90456310803772,3,Winter,4,Weekday,16,0,5.1,0
919,-114.07904852435932,51.07143398439783,8,Winter,0,Weekday,6,0,-7.0,0
537,-114.0446202,51.01341518,11,Winter,0,Weekday,14,0,-10.9,1
1190,-114.1171258,50.90661562,8,Summer,1,Weekday,21,1,3.2,1
47,-114.10033603016412,51.04438370057351,10,Summer,6,Weekend,9,0,1.2,1
690,-114.07332983329248,50.88486191319008,2,Winter,1,Weekday,19,1,2.2,0
1458,-114.08275,50.91366116,5,Winter,5,Weekday,20,1,4.7,1
1000,-114.20107855884773,51.1140241158416,8,Winter,1,Weekday,10,0,-9.9,0
688,-114.04306915700866,50.875788935550695,7,Summer,6,Weekend,20,0,-0.3,0
1467,-113.9426104,50.89103518,4,Winter,5,Weekday,14,1,-2.4,1
1028,-114.04337477970917,51.03650179173719,10,Summer,0,Weekday,22,1,6.2,0
1295,-113.96007227916465,51.08492653322229,9,Summer,4,Weekday,2,0,9.6,0
955,-114.09370149919523,50.94416619529462,10,Summer,4,Weekday,14,0,14.4,0
714,-114.076051,51.04971127,1,Winter,0,Weekday,14,0,-7.5,1
1321,-114.10282026514639,51.070533821494145,8,Summer,0,Weekday,18,0,-3.6,0
171,-113.96071531965774,50.924192169247334,10,Summer,6,Weekend,14,1,9.8,0
529,-114.16133263213314,51.04329181629861,9,Summer,5,Weekday,23,0,-9.0,0
1162,-114.22218564650997,51.11535917506896,11,Summer,6,Weekend,14,1,-0.2,0
1398,-114.1933359827426,51.015690647997666,3,Winter,2,Weekday,16,0,2.7,0
242,-114.08983548522076,51.06681961319355,12,Winter,4,Weekday,13,0,-26.4,1
995,-114.0615661,50.96763124,10,Summer,2,Weekday,12,0,-4.8,1
978,-114.20561501864793,51.117974726885535,9,Summer,2,Weekday,21,0,14.5,0
1496,-114.0624275,51.09610336,2,Winter,2,Weekday,22,0,-2.6,1
1261,-114.04486936118705,51.00524373279108,1,Winter,4,Weekday,16,0,4.0,0
876,-114.0947098,51.03851,3,Winter,2,Weekday,19,1,-10.6,1
438,-114.0817235,51.03910144,4,Winter,0,Weekday,12,0,0.9,1
336,-113.95850095135036,51.06218695339385,9,Summer,3,Weekday,18,0,12.1,1
925,-114.07291582876037,51.066073318630416,7,Winter,5,Weekday,12,1,5.8,0
1358,-114.04004662391658,51.14206643696238,11,Winter,5,Weekday,9,0,-1.8,0
1418,-113.9820627,51.02694033,7,Summer,1,Weekday,21,1,11.4,1
177,-114.05326433639624,51.14436094267431,8,Summer,6,Weekend,2,0,5.4,0
351,-114.06858325986416,51.03713709226621,8,Summer,2,Weekday,7,0,11.7,1
600,-113.95234067816403,51.044344676639774,10,Summer,2,Weekday,18,0,6.7,0
1328,-114.12618987081916,51.175859017165116,2,Winter,0,Weekday,9,0,8.1,0
204,-113.93615220371119,51.08651807291716,10,Summer,6,Weekend,19,0,-2.9,0
246,-114.07154778152383,51.01250470490195,2,Winter,5,Weekday,12,1,-17.2,0
296,-114.16357522799532,51.13501048442194,2,Winter,2,Weekday,16,1,-3.6,0
404,-114.15530449456081,51.048503344561794,10,Summer,5,Weekday,13,0,-1.4,0
594,-114.07397223291031,51.01964107045052,10,Summer,0,Weekday,20,0,10.5,0
1318,-114.0652334,51.04939957,12,Winter,1,Weekday,22,1,-4.8,1
1005,-114.0624925,51.06601109,9,Summer,3,Weekday,17,1,7.3,1
1005,-113.9792414454963,50.89224463616644,8,Summer,6,Weekend,3,0,12.1,0
719,-113.9835354650563,50.945488387241795,10,Summer,0,Weekday,15,0,3.6,0
1403,-114.07152289583387,51.041334073494525,11,Winter,1,Weekday,23,1,6.2,0
639,-114.19991908509135,51.173979885094205,3,Winter,3,Weekday,9,0,-6.1,0
258,-114.05797580065529,51.04730627363471,11,Winter,3,Weekday,20,0,-20.0,1
595,-114.0561359,51.0670876,8,Summer,4,Weekday,23,1,9.5,1
1383,-114.15278941201758,51.070403169851126,4,Winter,4,Weekday,17,1,-15.7,0
478,-113.9564308,51.05523733,2,Winter,4,Weekday,18,1,-17.1,1
1133,-114.0412410365407,50.9036969472431,8,Summer,6,Weekend,16,1,0.6,0
64,-113.94463701636096,51.12788372216109,3,Winter,4,Weekday,16,0,-7.9,0
1060,-113.97651957997265,51.019208966107136,2,Winter,5,Weekday,17,0,2.0,0
0,-114.169710368258,51.01893373019896,11,Winter,4,Weekday,18,0,-11.3,1
1399,-113.9831128,51.03788417,8,Summer,3,Weekday,1,0,9.4,1
1341,-114.0859029,51.05405044,11,Winter,4,Weekday,17,1,-16.3,1
358,-113.95845997459419,51.09889135510093,7,Summer,6,Weekend,10,1,3.5,0
679,-113.9918431182305,51.07731213731809,6,Winter,1,Weekday,19,0,-17.7,0
987,-114.0790041,51.04283648,10,Summer,3,Weekday,16,0,-12.4,1
987,-114.03805499865653,50.92643748438605,8,Summer,2,Weekday,4,0,1.5,0
742,-114.05699,51.11032191,12,Winter,2,Weekday,20,0,-5.6,1
34,-113.95834404349357,51.1816317215273,9,Summer,6,Weekend,20,1,8.7,0
423,-114.062922,51.04648925,5,Winter,6,Weekend,14,0,3.0,1
323,-114.0534235305419,50.97220624155968,9,Summer,1,Weekday,21,0,9.2,0
600,-114.0659256,51.01288154,8,Summer,3,Weekday,19,1,7.2,1
809,-114.04137714411087,51.15907787180886,12,Summer,3,Weekday,13,0,1.3,0
103,-113.94781677757193,50.90380250224833,4,Summer,3,Weekday,11,0,8.9,0
138,-114.07400937238891,51.04490783990566,6,Summer,3,Weekday,16,0,10.5,1
477,-114.20003545918283,51.138825236673554,10,Summer,3,Weekday,10,0,1.0,0
452,-113.95857367953693,50.97458314201931,9,Summer,6,Weekend,10,1,8.6,0
216,-114.09476137911686,51.04420981709178,1,Winter,1,Weekday,18,0,-13.9,1
487,-114.18165571610737,51.137177766753595,7,Winter,4,Weekday,12,0,11.1,0
869,-114.07649974794305,51.14626751467472,10,Winter,6,Weekend,11,1,-5.7,0
759,-114.12733803905263,50.92190368469013,4,Winter,1,Weekday,22,0,-5.7,0
783,-114.1043704,51.06512152,9,Summer,1,Weekday,15,0,8.0,1
817,-114.2070783,51.12555573,8,Summer,0,Weekday,14,0,13.6,1
377,-113.96575490240488,51.0393918129656,7,Summer,6,Weekend,5,0,10.5,1
222,-114.06036704608924,51.048319374222565,12,Winter,5,Weekday,13,0,-12.8,1
356,-113.9819249403679,50.98938264927289,7,Summer,3,Weekday,17,0,8.6,0
936,-114.08141461911424,51.18277814416668,11,Summer,6,Weekend,20,1,-6.8,0
773,-114.1552757517884,51.026001561159596,3,Winter,1,Weekday,13,0,-4.6,0
1049,-114.04574998985149,51.05325947130805,5,Summer,3,Weekday,17,0,11.6,0
769,-114.0817235,51.03910144,10,Summer,2,Weekday,9,1,-9.1,1
996,-114.09471,51.04041493,9,Summer,5,Weekday,16,1,-3.5,1
384,-114.07044876833314,51.123416099302005,7,Summer,4,Weekday,16,1,9.6,0
284,-114.0624401865227,51.10264898432076,10,Summer,3,Weekday,17,0,-1.8,1
666,-114.0761076,51.04876354,4,Winter,2,Weekday,17,0,-1.2,1
1076,-114.1059956,51.15371158,1,Winter,2,Weekday,15,0,-11.7,1
1160,-114.0706809,50.90321989,10,Summer,0,Weekday,8,0,2.0,1
1145,-113.91482422886276,51.044271172978654,9,Summer,6,Weekend,15,0,8.6,0
847,-114.0729533,50.96092984,6,Summer,1,Weekday,11,0,2.8,1
1442,-114.08056683923158,50.89913070286265,4,Summer,6,Weekend,21,1,8.6,0
24,-113.92359167405587,51.12970777758856,2,Summer,0,Weekday,16,0,-6.1,0
804,-113.9817102,51.02111581,9,Summer,2,Weekday,18,1,9.1,1
657,-114.0826645106168,51.03227528404897,11,Summer,4,Weekday,21,1,6.0,0
363,-113.92705859594648,51.04850635333502,5,Summer,4,Weekday,21,1,1.3,0
36,-114.07745166677933,51.14757079712524,10,Summer,2,Weekday,10,1,5.1,1
1248,-114.0627998,51.04838839,4,Winter,3,Weekday,20,1,0.8,1
890,-114.1042345,51.04258908,2,Winter,4,Weekday,6,1,-1.8,1
75,-114.13488481698518,51.165606440876104,9,Summer,0,Weekday,21,0,11.1,0
1104,-114.0714817,51.03881473,12,Winter,5,Weekday,22,0,-8.0,1
217,-114.05254357402335,50.97050825820203,12,Winter,3,Weekday,14,1,4.3,0
1320,-114.1411226,51.03898611,12,Winter,0,Weekday,10,0,-8.8,1
760,-114.0537888,51.12746303,11,Winter,4,Weekday,23,0,-3.7,1
1359,-113.96423408316284,51.00300929726629,9,Summer,1,Weekday,17,0,1.3,0
203,-114.0156126157472,50.97578852400818,1,Winter,0,Weekday,7,1,-10.2,1
1452,-114.17823078368902,51.1831239412652,9,Summer,1,Weekday,18,0,11.6,0
1310,-114.0714808,51.04165908,12,Winter,4,Weekday,8,1,-19.5,1
948,-114.0655699,51.04468049,11,Winter,3,Weekday,13,1,-20.6,1
1472,-114.03797161544175,50.93414754620991,10,Winter,4,Weekday,17,1,10.9,0
1067,-114.0627613,51.04842123,1,Winter,2,Weekday,15,1,-8.2,1
570,-114.10934922202254,51.044488145069295,3,Winter,2,Weekday,14,0,-10.3,0
459,-114.0638197,50.99651247,2,Winter,6,Weekend,11,0,2.9,1
47,-114.00971926348174,50.99959988425715,1,Winter,2,Weekday,16,0,-0.1,0
104,-114.08105013878416,51.04890162234732,8,Summer,3,Weekday,23,0,12.9,1
902,-114.1553105,51.15475538,1,Winter,1,Weekday,12,0,-8.5,1
756,-113.9574933,50.88250547,11,Winter,4,Weekday,18,0,-7.8,1
1289,-114.04610929933966,50.94581595569085,9,Winter,6,Weekend,10,0,-1.9,0
416,-114.0762842,50.90330123,5,Winter,2,Weekday,11,0,-1.0,1
1080,-114.0948266,51.08298264,1,Winter,5,Weekday,19,0,-10.0,1
559,-114.0083476,51.05244396,10,Summer,3,Weekday,6,0,-2.7,1
610,-114.14504650641996,51.0208211455201,9,Summer,3,Weekday,21,0,15.3,0
454,-114.08957499300529,51.16123399334375,12,Winter,5,Weekday,9,0,1.8,0
1070,-114.1402329319644,51.050339752915605,9,Summer,0,Weekday,16,0,12.2,0
325,-113.9714497099567,51.03917936777972,10,Summer,0,Weekday,16,0,10.7,0
1366,-113.9340648,51.12063739,9,Summer,4,Weekday,20,1,1.4,1
280,-114.05033553745902,51.05060185177274,10,Summer,5,Weekday,11,0,-0.2,1
635,-113.9395118,51.06220465,6,Summer,1,Weekday,13,0,9.8,1
910,-114.00553800187402,50.95126446680385,8,Summer,6,Weekend,6,1,8.9,0
552,-113.9524385572061,51.15977329570989,9,Summer,6,Weekend,17,1,10.6,0
1466,-114.0629214,51.04649428,4,Winter,6,Weekend,4,1,1.0,1
127,-114.05506542138905,51.07941971827275,2,Summer,2,Weekday,6,1,11.8,0
305,-113.9566729235768,51.08761409937888,6,Summer,1,Weekday,18,0,5.3,0
226,-113.97571984563086,51.06946507825306,10,Summer,0,Weekday,19,1,-5.2,0
1209,-113.9468548,51.11886386,7,Summer,3,Weekday,22,1,10.0,1
138,-114.08772107882773,51.132475104928886,10,Summer,1,Weekday,11,0,12.9,0
768,-114.0738829,51.04583917,10,Summer,4,Weekday,13,1,-11.9,1
677,-113.97001320046968,51.04599195193898,4,Winter,5,Weekday,16,0,3.3,0
701,-114.08543136184267,51.04524149565971,5,Winter,5,Weekday,17,0,1.2,0
698,-114.0273539070238,51.05897791650047,3,Summer,3,Weekday,16,0,-4.4,0
906,-113.93476174709535,51.04467522268635,2,Winter,3,Weekday,17,0,-2.2,0
736,-114.24308255660847,51.15401472885376,11,Summer,3,Weekday,10,0,10.5,0
1145,-113.9982062,51.07656155,10,Summer,2,Weekday,18,0,1.5,1
469,-114.0865093,51.0411366,2,Winter,5,Weekday,23,0,-2.4,1
749,-114.2133051140056,51.03622147423383,12,Summer,4,Weekday,13,0,1.5,0
1282,-113.9780134794919,51.01691221864136,9,Winter,2,Weekday,20,0,9.4,0
486,-114.15990719821477,51.04814097186196,10,Summer,5,Weekday,17,1,14.2,0
979,-114.085979,51.05712199,10,Summer,2,Weekday,14,0,3.8,1
1126,-114.0714897,51.10035045,11,Winter,0,Weekday,17,0,-3.4,1
550,-114.0690334,51.04579574,10,Summer,2,Weekday,23,0,-1.7,1
1225,-114.0528035,50.96852319,6,Summer,3,Weekday,8,0,7.5,1
1164,-113.9866334,51.03777036,10,Summer,1,Weekday,13,1,-4.7,1
983,-114.18097632500954,51.17478941871758,10,Winter,2,Weekday,18,1,-2.4,0
348,-114.07163644669396,50.98962821305766,8,Summer,2,Weekday,11,0,11.7,1
1502,-114.0717069,50.96863223,12,Winter,5,Weekday,17,0,-23.9,1
1422,-114.10846225996184,51.015148126572235,3,Winter,2,Weekday,11,0,-4.0,0
952,-114.0674497,51.06700062,11,Winter,5,Weekday,21,0,1.1,1
1227,-114.0624243080633,51.056965568285875,10,Winter,5,Weekday,15,0,10.2,0
1123,-114.0900453,51.0378177,11,Winter,3,Weekday,10,0,-4.0,1
834,-114.02076227183225,50.9399694609054,6,Summer,6,Weekend,7,1,7.9,0
1306,-114.08543793615642,50.877695993978584,8,Summer,1,Weekday,17,0,14.6,0
1250,-114.07399827836846,50.99043050267662,5,Summer,1,Weekday,19,0,2.3,0
87,-113.93455822830636,51.120629171318775,8,Summer,0,Weekday,14,0,0.5,0
1430,-114.14676430550386,51.17704045370144,6,Summer,0,Weekday,5,1,7.5,0
1492,-114.0626847,51.05028259,2,Winter,0,Weekday,0,0,-7.5,1
1368,-113.92717964118967,51.08082901383876,2,Winter,4,Weekday,18,0,-6.5,0
723,-114.23941521263836,51.11999335923926,3,Summer,5,Weekday,19,1,3.1,0
232,-113.97539647290266,50.879180896878566,3,Summer,2,Weekday,13,0,10.2,0
930,-114.06566108985818,51.044012746854676,1,Winter,4,Weekday,16,0,5.2,0
511,-114.1201939,51.16471887,12,Winter,2,Weekday,14,1,-0.6,1
332,-114.09380574315117,51.03945807201615,9,Summer,1,Weekday,12,0,4.4,1
150,-114.20808417213236,51.104149808826996,11,Winter,0,Weekday,19,0,-3.2,0
635,-114.21008158733295,51.05152713296286,11,Winter,4,Weekday,18,0,-6.8,0
778,-114.0948751,51.0893979,10,Summer,5,Weekday,0,1,9.3,1
329,-113.9561550734143,51.10293072063497,9,Summer,5,Weekday,15,0,2.4,1
67,-114.05657205829317,50.938901352909696,9,Winter,0,Weekday,14,0,-6.6,0
207,-114.09475574428686,51.043265180081214,1,Winter,2,Weekday,23,0,-14.1,1
1259,-113.99758251451343,51.06735231017813,8,Summer,6,Weekend,14,0,0.0,0
286,-114.15408436120468,51.10139673789742,10,Summer,2,Weekday,20,0,1.9,1
796,-114.063797,50.99204311,9,Summer,1,Weekday,7,0,7.1,1
627,-114.0401465,51.0488546,7,Summer,6,Weekend,1,1,12.9,1
922,-114.12741666144821,51.14722094384991,9,Winter,4,Weekday,15,0,-5.2,0
1335,-114.06657073837648,51.1091547323552,9,Summer,4,Weekday,8,0,7.5,0
1293,-114.0236389163986,51.03238659147442,4,Winter,4,Weekday,14,1,-1.1,0
1438,-114.0608654,51.04135756,6,Summer,2,Weekday,1,1,9.7,1
546,-114.01851459297171,50.9815251297039,8,Summer,4,Weekday,19,0,14.9,0
1104,-114.09281370635877,51.084857270377505,10,Winter,5,Weekday,15,0,0.0,0
611,-113.9585151,51.03794167,7,Summer,4,Weekday,17,0,13.2,1
619,-113.97000275698309,50.96538645673641,4,Winter,3,Weekday,14,0,9.9,0
1072,-114.08857869045059,51.036123209351466,11,Summer,0,Weekday,21,0,14.9,0
295,-114.13772938681369,51.14370255886876,10,Winter,2,Weekday,17,0,-23.2,0
1255,-114.0611214,51.03783263,4,Winter,0,Weekday,8,1,-1.6,1
1376,-113.95086071786409,51.08413341166942,11,Winter,5,Weekday,20,0,-7.7,0
259,-114.09442523146639,50.956696842937255,5,Summer,2,Weekday,16,0,-9.2,0
884,-114.13253773774579,50.950550042530104,8,Summer,6,Weekend,15,1,13.8,0
730,-114.09903073291713,51.01781933348077,7,Summer,6,Weekday,14,0,18.6,0
1439,-114.0547973,51.08497366,6,Summer,1,Weekday,18,1,7.8,1
374,-114.05435568447147,51.05973603184022,7,Summer,0,Weekday,13,0,11.7,1
1408,-114.1806091267725,51.03965896038071,5,Summer,4,Weekday,18,1,11.9,0
734,-114.14902623455546,51.01033042777353,7,Summer,6,Weekend,2,1,9.0,0
96,-114.2262915058461,51.11857858122366,10,Summer,6,Weekend,19,1,11.5,0
1506,-114.0900453,51.0378177,12,Winter,3,Weekday,9,0,-26.3,1
947,-113.9699034,51.07063492,11,Winter,4,Weekday,13,1,-22.6,1
1468,-114.0864177,51.16932033,4,Winter,1,Weekday,10,0,0.6,1
1033,-114.1070374,51.14045235,4,Winter,1,Weekday,7,0,-5.2,1
361,-114.08701220593063,51.04209924375243,8,Winter,3,Weekday,11,0,4.3,0
308,-114.21137958103536,51.05699538636789,9,Summer,0,Weekday,8,0,4.7,1
1388,-114.02978796946823,51.17593720617958,3,Winter,1,Weekday,23,0,-11.2,0
623,-114.27036133209899,51.08572202708219,7,Summer,4,Weekday,8,0,16.0,0
523,-113.9886863,51.0706947,11,Winter,4,Weekday,15,0,-9.6,1
1298,-114.0715556,51.1103317,1,Winter,2,Weekday,18,1,-18.9,1
137,-114.07045044662422,50.96502203755784,6,Summer,4,Weekday,13,0,12.5,1
1054,-114.0503355,51.05060185,2,Winter,6,Weekend,2,1,-30.0,1
50,-113.9761878269868,50.87887621751,10,Summer,4,Weekday,8,0,-1.5,1
927,-113.9665472,51.10836021,12,Winter,3,Weekday,15,1,-5.8,1
152,-114.1251829087029,51.03006243237353,4,Winter,4,Weekday,13,0,4.3,1
17,-114.10085109059851,51.1477684335117,10,Winter,1,Weekday,16,0,-10.8,0
1342,-114.0892657,51.1338137,11,Winter,4,Weekday,10,1,-16.3,1
499,-114.12962662522001,51.08068957048788,10,Summer,6,Weekend,8,0,6.3,0
464,-113.96914527503337,51.17270082720345,10,Winter,3,Weekday,17,0,-3.1,0
130,-114.21486241111165,51.034847911643176,2,Winter,3,Weekday,10,0,3.3,0
741,-114.07360039175101,50.93389041667144,12,Summer,0,Weekday,20,0,13.2,0
818,-114.00861458295132,50.96662565213622,2,Winter,0,Weekday,16,0,-8.8,0
472,-113.9527351,51.05698907,2,Winter,3,Weekday,15,0,-3.0,1
734,-114.065104,51.00141957,12,Winter,4,Weekday,18,1,-12.8,1
885,-113.95865801814809,51.04515268423575,1,Winter,2,Weekday,20,0,-6.0,0
1178,-114.21540957903743,51.03572253146189,8,Summer,6,Weekend,14,1,12.8,0
394,-114.0303215659605,51.14014051914772,1,Summer,0,Weekday,8,0,2.7,0
57,-114.04169245992912,51.0532524578572,9,Summer,1,Weekday,15,0,8.5,1
53,-114.10396019583519,50.91768251440029,4,Summer,6,Weekend,11,0,9.9,0
335,-113.93375243070004,51.15420380152059,9,Summer,3,Weekday,19,0,12.1,1
488,-114.05579067529102,51.1260728055351,12,Winter,1,Weekday,17,0,-9.9,0
64,-113.96131175648576,51.076248071077806,9,Summer,0,Weekday,15,1,8.3,1
803,-114.07041,51.04577551,9,Summer,2,Weekday,23,1,9.1,1
1380,-114.24095170318266,51.11718552995302,8,Summer,4,Weekday,17,0,-3.6,0
546,-113.9620939,51.16543278,10,Summer,0,Weekday,18,0,1.5,1
794,-113.95567280332517,50.95399102416663,11,Summer,6,Weekend,10,1,-5.6,0
1402,-114.10851940556164,50.96896440185306,5,Winter,5,Weekday,18,0,10.1,0
389,-114.04045784694797,51.16678752958586,10,Summer,1,Weekday,17,1,6.5,0
1411,-113.9900793,51.02695064,7,Summer,5,Weekday,21,0,8.7,1
632,-114.2113796,51.05699539,6,Summer,3,Weekday,16,1,11.0,1
1445,-114.06555806809003,51.11591300176169,8,Summer,1,Weekday,18,0,8.3,0
949,-114.0599418,50.97951019,11,Winter,0,Weekday,22,0,-8.0,1
1474,-113.9657549,51.03939181,4,Winter,5,Weekday,4,0,2.2,1
327,-114.08932514250247,50.97298222287843,9,Summer,4,Weekday,13,1,13.8,0
957,-114.0627326,51.04932875,11,Winter,0,Weekday,6,0,-0.5,1
266,-113.98808517017075,50.8882462517164,7,Summer,6,Weekend,15,1,-6.8,0
1229,-114.02606698270476,50.90120854575132,11,Winter,2,Weekday,17,0,-6.6,0
441,-114.06644089919119,51.0533533348744,11,Winter,1,Weekday,12,0,1.1,0
110,-114.08105013878416,51.04890162234732,8,Summer,3,Weekday,20,0,13.8,1
1038,-114.14978059679748,51.156714022563854,9,Summer,4,Weekday,23,0,4.0,0
924,-114.0968483,51.04237114,12,Winter,5,Weekday,22,1,-3.5,1
1135,-114.0569705,51.11088305,11,Winter,6,Weekend,17,1,-2.9,1
436,-114.0657823,51.04149513,4,Winter,1,Weekday,9,0,1.0,1
204,-114.0683379919594,51.04109416124341,1,Winter,6,Weekend,13,0,-7.2,1
1118,-114.0588039,51.04036471,11,Winter,1,Weekday,10,0,0.2,1
161,-113.97863033994255,51.08494490860973,3,Winter,2,Weekday,19,0,-10.0,1
446,-113.96281579616506,51.031180200820856,6,Winter,3,Weekday,16,0,-13.9,0
390,-114.0990787954477,51.0395924986679,1,Winter,6,Weekend,16,1,10.2,0
6,-114.05481302851176,51.08051333988695,11,Winter,0,Weekday,15,0,-3.9,1
421,-113.9784753159413,50.86804716583212,7,Summer,2,Weekday,16,1,0.4,0
838,-114.1791671,51.05502678,7,Summer,4,Weekday,20,0,10.4,1
127,-114.07548265980456,51.00138059831454,7,Summer,2,Weekday,9,0,6.2,1
1337,-114.14743981070893,51.04632103360754,11,Winter,1,Weekday,11,0,-3.0,0
616,-114.1192307,50.92142505,7,Summer,0,Weekday,20,0,12.0,1
311,-114.1687973005367,51.05109081365727,7,Summer,6,Weekend,15,0,14.1,0
550,-113.93503196866347,51.10331382270953,9,Winter,2,Weekday,16,0,8.9,0
29,-114.09169440248513,51.08786522530003,10,Summer,6,Weekend,15,1,8.7,0
604,-113.9637376,51.01905431,8,Summer,5,Weekday,14,0,11.5,1
15,-114.05818001549234,51.096120560842,11,Winter,4,Weekday,21,0,-3.2,1
799,-113.9526058,51.07353528,9,Summer,3,Weekday,18,0,6.4,1
1144,-114.07853576526473,51.00335689585975,7,Summer,6,Weekend,23,0,15.1,0
41,-114.07971513413274,50.9967500378884,9,Summer,1,Weekday,23,0,2.1,0
1144,-114.0817363,51.09798854,10,Summer,3,Weekday,9,0,-1.6,1
602,-114.0574168,51.11065449,8,Summer,0,Weekday,21,1,10.6,1
75,-114.1326659467166,51.074290733801774,9,Summer,3,Weekday,8,0,5.2,1
207,-114.2051515662292,51.015314706115035,2,Summer,4,Weekday,13,1,4.3,0
1389,-114.17001031453208,51.126405997335205,11,Winter,1,Weekday,13,0,-4.8,0
154,-114.01995132252054,51.035418333812274,4,Winter,4,Weekday,16,1,-4.0,1
136,-114.06057012797032,51.04547231133005,6,Summer,5,Weekday,13,0,9.7,1
48,-113.95850372591498,51.07631641855944,10,Summer,5,Weekday,15,0,3.1,1
1106,-113.94526191550278,50.91079501166283,1,Winter,3,Weekday,18,0,-0.4,0
636,-114.1094513,51.03042847,6,Summer,0,Weekday,15,0,7.2,1
313,-114.04754087382214,50.9769633577877,11,Winter,4,Weekday,17,1,-4.6,0
101,-114.0798093754667,50.977018788584516,12,Winter,6,Weekend,15,1,-2.6,0
1395,-114.0206426,51.01859729,8,Summer,2,Weekday,12,1,9.3,1
1509,-114.06501252015183,51.067921105621345,9,Summer,5,Weekday,19,1,13.3,0
250,-114.0331066193033,51.029329824604304,11,Winter,2,Weekday,15,1,-1.7,1
