,Longitude,Latitude,Month,Season,DayofWeek,Workday,Hour,PRECIPITATION,MIN_TEMPERATURE,Target
44,-114.06023258676416,51.05021088216521,10,Summer,2,Weekday,14,1,5.2,1
796,-113.9823439074593,50.92962730864986,9,Winter,4,Weekday,15,1,-3.0,0
56,-114.05784152244031,51.049190047884814,9,Summer,1,Weekday,16,0,8.5,1
1334,-114.06096905448034,51.15413101860359,9,Summer,0,Weekday,9,0,11.2,0
366,-114.1293386722196,51.14109636497051,8,Summer,4,Weekday,12,0,9.7,0
362,-114.10911595176938,50.97217197515163,8,Summer,2,Weekday,16,0,12.5,1
8,-114.04949650746782,50.99803274246158,1,Winter,4,Weekday,10,0,-9.8,0
1065,-114.0735751,51.04963438,1,Winter,6,Weekend,18,0,-10.8,1
111,-114.08159132651863,51.04099774084487,8,Summer,2,Weekday,17,0,11.1,1
872,-114.23587801178616,51.15129302261791,4,Winter,2,Weekday,18,0,-19.8,0
926,-113.9654052,51.11240476,12,Winter,4,Weekday,8,1,-2.2,1
315,-113.9678851859213,51.1097054361556,9,Summer,3,Weekday,13,0,3.0,1
272,-114.16441930666561,51.07030260997745,8,Summer,5,Weekday,20,0,12.1,0
120,-114.06251912100784,51.064405340002864,7,Summer,0,Weekday,12,1,10.0,1
1029,-114.1412112,51.03779279,5,Winter,3,Weekday,20,1,-0.6,1
460,-114.01757304959752,50.9909520410619,3,Winter,3,Weekday,12,0,-12.3,0
889,-114.09263041921822,51.158047211336786,7,Summer,6,Weekend,13,1,-11.1,0
974,-114.1365847442121,51.04669198705457,12,Winter,0,Weekday,23,0,-2.9,0
671,-114.15573525521313,51.09484836303124,2,Winter,0,Weekday,17,1,-0.9,0
866,-113.9987836,50.98504693,5,Winter,6,Weekend,9,0,5.0,1
636,-114.15667274959569,51.07061334413006,7,Summer,6,Weekend,1,0,-2.2,0
155,-114.00167006835044,51.03697597012813,4,Winter,6,Weekend,14,0,1.2,1
433,-114.0975958,51.03783034,4,Winter,4,Weekday,19,0,4.5,1
186,-114.20152249627661,51.129232021285574,2,Winter,1,Weekday,16,0,-11.0,0
89,-114.10568606480086,50.91273704695187,10,Summer,0,Weekday,18,0,10.9,0
1196,-114.08992324525548,51.12852608854211,12,Winter,0,Weekday,14,1,-11.8,0
1289,-113.9533535,51.0451886,2,Winter,5,Weekday,18,0,-7.2,1
848,-113.8886603,51.03783792,6,Summer,0,Weekday,17,1,3.6,1
1238,-114.0484281,50.96398656,5,Winter,1,Weekday,13,0,9.2,1
753,-114.13763059428369,50.99788403035498,3,Winter,1,Weekday,17,0,-3.9,0
758,-114.071345,50.96864378,11,Winter,1,Weekday,11,1,-6.4,1
4,-113.9204193096531,51.1605192597599,10,Summer,6,Weekend,8,1,-5.6,0
234,-113.98740160826496,51.00960314789423,5,Winter,4,Weekday,20,1,-7.8,0
678,-114.25075995213612,51.119690506494315,10,Summer,4,Weekend,22,0,16.4,0
1122,-114.04397920157385,51.109533316780094,6,Summer,6,Weekend,20,1,13.1,0
1111,-114.20025289160927,51.11736272356091,2,Winter,3,Weekday,23,0,-15.6,0
143,-114.18179289782216,51.07685421257464,9,Summer,6,Weekend,2,1,17.3,0
422,-114.0888426,51.04309704,5,Winter,4,Weekday,13,0,5.7,1
1198,-114.0717058,50.91684371,8,Summer,5,Weekday,23,0,13.7,1
1309,-113.92574679757644,51.12645671356375,7,Summer,5,Weekday,22,1,3.1,0
485,-114.0581785,51.04447099,1,Winter,0,Weekday,14,0,-3.5,1
922,-113.9512675,51.03778973,12,Winter,1,Weekday,18,0,-16.0,1
210,-114.11119798565456,51.03526905838859,1,Winter,0,Weekday,12,0,-5.7,1
856,-114.0660038,51.03865928,5,Winter,4,Weekday,17,0,6.4,1
1152,-114.071482,51.03783053,10,Summer,4,Weekday,21,0,-2.5,1
974,-114.0591867,50.96902212,10,Summer,4,Weekday,11,0,0.6,1
39,-114.03648351258931,50.98126673846355,12,Summer,3,Weekday,9,0,11.1,0
815,-114.0997785,51.06519008,8,Summer,4,Weekday,15,0,9.6,1
514,-114.060367,51.04831937,11,Winter,5,Weekday,17,1,-3.8,1
1040,-113.97060825096425,51.09245618876555,11,Summer,3,Weekday,11,0,14.2,0
144,-114.09608869595326,51.084757426557225,5,Summer,1,Weekday,16,0,5.0,0
287,-113.95423711280287,50.88517194072782,8,Summer,6,Weekend,4,1,16.9,0
341,-114.06262417740125,51.05122672274141,8,Summer,2,Weekday,17,0,12.1,1
117,-114.12069031265489,50.91788483651014,10,Summer,1,Weekday,13,0,-3.6,0
712,-114.13997420070557,51.14121552630784,7,Summer,2,Weekday,18,1,-13.7,0
744,-114.0543557,51.05973603,12,Winter,1,Weekday,18,0,-6.6,1
661,-113.9569235,50.91377594,5,Winter,2,Weekday,7,0,-1.7,1
134,-114.0976076877625,51.0374043005095,6,Winter,6,Weekend,12,1,11.0,0
614,-114.0693215,51.14248843,7,Summer,2,Weekday,2,0,10.9,1
591,-114.11876456320795,51.14017534903032,9,Winter,3,Weekday,11,0,0.3,0
23,-114.16345346000469,51.119465428404155,4,Winter,1,Weekday,15,1,-8.8,0
672,-114.01205219256565,51.06312450301655,10,Summer,0,Weekday,9,0,10.6,0
304,-114.10091091580038,51.0851533156134,9,Summer,2,Weekday,14,0,7.0,1
1279,-113.9307419,51.05491173,3,Winter,0,Weekday,9,0,-13.4,1
1161,-114.069643,50.90339321,10,Summer,0,Weekday,8,0,2.0,1
401,-113.9700053,51.10897146,6,Summer,3,Weekday,18,0,2.3,1
572,-113.9780622,51.07788045,9,Summer,0,Weekday,18,0,0.1,1
588,-113.93792080193806,51.125249891930416,1,Winter,6,Weekday,13,0,2.4,0
860,-114.0716364,50.98962821,5,Winter,2,Weekday,5,0,1.3,1
1113,-114.06516626797061,51.1142821646586,9,Winter,4,Weekday,23,1,7.4,0
1173,-114.0626242,51.05122681,9,Summer,4,Weekday,10,1,-0.4,1
431,-114.063759,50.97956696,4,Winter,0,Weekday,15,0,-8.9,1
1498,-114.19268585621127,51.16912567639588,2,Winter,0,Weekday,16,1,4.2,0
14,-114.13825917046626,50.93708136616713,8,Summer,6,Weekend,20,0,9.8,0
505,-114.215997,51.15264837,12,Winter,1,Weekday,21,0,-14.3,1
612,-114.0846443,51.06697964,7,Summer,2,Weekday,13,0,10.9,1
1173,-114.1377407572152,51.00430003622033,10,Winter,5,Weekday,19,0,-4.5,0
1285,-114.0656977,50.90405006,3,Winter,6,Weekend,12,1,-22.1,1
520,-113.94241307396643,50.92412059004178,10,Summer,5,Weekday,22,0,1.7,0
534,-113.96575380074265,50.876369728106816,12,Winter,0,Weekday,12,0,-18.8,0
1175,-114.07279913753517,50.920046100640064,10,Winter,4,Weekday,10,1,-1.3,0
1450,-114.11149701265501,51.07606813033881,9,Winter,3,Weekday,11,0,5.5,0
717,-113.92182160047336,51.03426928019239,10,Summer,6,Weekend,20,1,11.0,0
1483,-113.9824058,50.97232841,3,Winter,4,Weekday,17,1,-20.9,1
1213,-113.9584105,51.09992577,7,Summer,0,Weekday,13,0,9.5,1
701,-114.1671751,51.17718999,1,Winter,3,Weekday,19,0,-12.0,1
829,-114.0625322,51.06066642,7,Summer,5,Weekday,22,0,6.8,1
1175,-113.9583483,51.04517529,9,Summer,3,Weekday,20,1,0.2,1
1427,-113.91527579477047,51.04427061367733,11,Summer,2,Weekday,22,0,14.6,0
839,-114.0531975,51.0452614,7,Summer,4,Weekday,19,0,10.4,1
35,-113.94560744630596,50.91738707169835,8,Summer,6,Weekend,18,0,11.8,0
926,-114.1482413928535,51.027001185480465,4,Winter,4,Weekday,18,0,-25.4,0
216,-114.1723569658533,51.07413958550653,7,Summer,0,Weekday,11,1,-1.9,0
1074,-114.20795586766035,51.175890886304195,5,Summer,3,Weekday,20,0,12.6,0
1453,-114.10886440595522,50.902188808221815,11,Winter,5,Weekday,23,0,3.4,0
1419,-114.0503355,51.05060185,7,Summer,3,Weekday,17,1,10.9,1
719,-113.9565272,51.09969782,12,Winter,0,Weekday,14,0,-14.2,1
997,-113.94088161903318,50.87710023828675,9,Winter,6,Weekend,16,0,7.5,0
22,-114.10655355884641,51.17062008339053,2,Summer,2,Weekday,18,1,5.7,0
1202,-114.18186745178873,51.144650704992344,12,Winter,2,Weekday,20,1,2.3,0
405,-113.97722827605783,50.97994863256638,8,Summer,6,Weekend,3,0,6.8,0
548,-113.98153132204467,50.95039914553947,8,Summer,6,Weekend,22,0,4.8,0
835,-114.2070783,51.12555573,7,Summer,4,Weekday,15,1,10.2,1
173,-114.06286708463224,51.047444973764186,2,Winter,2,Weekday,6,1,-26.6,1
317,-114.08808471404683,50.97148138909137,2,Winter,3,Weekday,19,0,-18.9,0
1109,-113.9583547,51.06917145,12,Winter,3,Weekday,17,1,-5.7,1
1246,-114.15717843608347,51.12975991312643,12,Winter,3,Weekday,8,0,-6.8,0
1443,-114.1805624634384,51.1213633848144,9,Summer,6,Weekend,15,1,13.9,0
79,-113.97568436265259,50.88031818372468,12,Winter,5,Weekday,18,0,-8.2,0
11,-113.9625129256654,51.00373569227155,6,Winter,4,Weekday,21,1,-1.3,0
409,-113.9769313,51.0562253,5,Winter,3,Weekday,14,0,4.9,1
816,-114.0714806,51.04262449,8,Summer,4,Weekday,12,0,9.6,1
1007,-114.0554772,51.04816106,9,Summer,2,Weekday,18,1,3.2,1
1025,-114.11538489954147,51.0412689213569,4,Winter,2,Weekday,16,1,6.3,0
70,-113.98198433697792,51.085344255331535,9,Summer,6,Weekend,5,0,9.6,1
779,-113.9558721,51.11056363,10,Summer,2,Weekday,21,1,4.2,1
1181,-114.1226869051957,50.97117234022159,8,Summer,0,Weekday,14,0,-9.0,0
301,-114.2122007650277,51.07072100930167,2,Winter,1,Weekday,22,0,2.5,0
915,-113.9699965,51.04516322,1,Winter,3,Weekday,13,1,-11.7,1
1147,-114.0887831,51.04404541,10,Summer,1,Weekday,11,0,-4.7,1
173,-114.09760870335475,51.017798958713065,8,Summer,3,Weekday,18,0,-3.6,0
382,-114.17819444768915,51.079246177193546,9,Summer,3,Weekday,17,1,3.6,0
289,-113.98399357526023,51.01934806138838,6,Summer,6,Weekend,22,0,12.3,0
1056,-113.9849614,50.99879733,2,Winter,3,Weekday,6,1,-26.0,1
1027,-114.1521249197602,51.15847867063712,9,Summer,6,Weekend,0,1,7.3,0
1426,-114.19679174384395,51.11037219920852,10,Summer,0,Weekday,8,0,16.2,0
1464,-113.9786814,51.03784901,5,Winter,1,Weekday,17,0,1.1,1
1505,-114.10573838242647,51.13515553287403,3,Winter,1,Weekday,20,0,-15.4,0
1107,-114.1354147,51.04503487,12,Winter,4,Weekday,16,1,-6.5,1
718,-113.9524947,51.09866083,12,Winter,3,Weekday,23,0,-11.2,1
1447,-114.14119252918542,51.08335093969004,8,Summer,6,Weekend,15,1,14.2,0
859,-114.0639637856284,51.09973758513161,2,Winter,4,Weekday,21,1,4.5,0
663,-114.0018823,51.04287252,5,Winter,5,Weekday,21,0,1.3,1
1319,-114.09182430920656,51.09443954127264,7,Summer,1,Weekday,18,0,0.3,0
1120,-114.0667105277948,51.11503063644142,9,Winter,5,Weekday,10,0,9.0,0
40,-114.160535277845,51.072640336959424,10,Summer,4,Weekday,14,0,3.3,1
3,-114.11190287270638,51.00500592739096,11,Winter,3,Weekday,20,1,-6.3,1
399,-113.96681528046658,50.86064748046405,2,Summer,0,Weekday,15,0,7.4,0
527,-114.0685423,50.97775711,11,Winter,5,Weekday,19,0,-2.7,1
933,-113.9510869,50.88670191,12,Winter,1,Weekday,8,0,-13.5,1
755,-113.95307554781853,50.89242073553209,12,Winter,6,Weekend,17,1,-5.0,0
524,-114.2077469,51.12448595,11,Winter,3,Weekday,6,0,-7.2,1
177,-114.12959625240885,51.07444664221117,2,Winter,4,Weekday,13,0,-7.5,1
445,-114.1789967,51.08412653,3,Winter,5,Weekday,3,0,-6.1,1
673,-114.0023752989108,51.0590072365375,6,Summer,2,Weekday,22,0,7.6,0
644,-114.17450665839779,51.11186803944699,10,Summer,2,Weekday,5,1,6.3,0
790,-113.9526058,51.07353528,9,Summer,1,Weekday,15,0,4.1,1
1075,-114.14249139734001,50.89215501092291,7,Winter,2,Weekday,11,1,5.3,0
1060,-113.9586351,51.03794279,1,Winter,1,Weekday,15,0,-15.0,1
1416,-114.13855048012485,51.15011672667846,7,Summer,4,Weekday,20,1,9.9,0
1492,-114.11200361881744,51.01456482276194,11,Summer,6,Weekend,1,0,-1.5,0
629,-114.17183603904236,51.06430237281059,9,Summer,4,Weekday,12,1,11.6,0
1048,-114.12986386002684,51.070965283701966,12,Winter,2,Weekday,9,0,0.7,0
425,-114.0687207,50.97224965,4,Winter,2,Weekday,10,0,0.1,1
298,-113.9660617963036,51.103716474139,9,Summer,4,Weekday,18,0,8.4,1
1303,-114.1818195,51.08650624,1,Winter,0,Weekday,9,1,-7.3,1
774,-113.91041311357516,50.90750395633262,9,Summer,1,Weekday,19,0,10.6,0
119,-114.21818305168804,51.06981534774798,7,Summer,1,Weekday,20,0,8.3,1
455,-114.03486543929213,50.98831117373048,10,Summer,6,Weekend,14,0,-8.6,0
664,-114.05477960917013,50.96551236278655,11,Winter,6,Weekday,16,0,1.7,0
943,-114.01704697743754,50.91851906018298,10,Summer,1,Weekday,9,0,5.7,0
599,-114.13688729989119,51.15619113468558,9,Summer,1,Weekday,10,0,-2.2,0
792,-114.05022237524469,51.14301542866452,1,Winter,1,Weekday,20,0,6.2,0
641,-113.9743396,51.03051286,6,Summer,3,Weekday,21,0,7.1,1
1026,-113.9397907,51.11569978,5,Winter,4,Weekday,11,0,4.9,1
418,-113.958159,51.09146237,5,Winter,0,Weekday,11,1,0.7,1
474,-114.07358791306842,51.13332424788624,12,Winter,5,Weekday,9,0,6.9,0
918,-114.0845112,51.05424743,12,Winter,0,Weekday,18,1,-12.4,1
435,-114.0199513,51.03541833,4,Winter,1,Weekday,14,0,1.0,1
1394,-114.1799715,51.05995488,8,Summer,2,Weekday,16,1,9.3,1
157,-114.03191034340522,51.01571369111408,10,Summer,1,Weekday,16,0,-0.4,0
1478,-113.96401491477035,50.922195155709986,9,Summer,6,Weekend,16,1,15.0,0
650,-114.0718818,50.99768177,6,Summer,4,Weekday,13,0,1.9,1
1134,-114.15362645859273,51.179821007108224,10,Summer,2,Weekday,16,1,-5.7,0
198,-113.93550659742557,51.08801270989021,9,Summer,3,Weekday,18,0,6.6,0
1477,-114.0822388,51.05433679,3,Winter,3,Weekday,12,1,-2.9,1
894,-114.0692649,50.9649591,2,Winter,4,Weekday,17,1,-4.0,1
396,-114.1474631371841,51.11123536075448,6,Summer,2,Weekday,16,0,-9.0,0
407,-114.15783137664744,51.03588896215717,8,Summer,6,Weekend,3,1,11.2,0
1317,-113.9816957,51.03052225,12,Winter,2,Weekday,11,0,-8.0,1
863,-114.0638134,50.99773239,5,Winter,1,Weekday,12,1,8.1,1
243,-113.94902290257572,51.053102964089554,12,Winter,3,Weekday,8,1,-24.9,1
1412,-113.9352191,51.09907765,7,Summer,4,Weekday,19,0,11.1,1
476,-113.99138924368748,50.902131225864935,6,Summer,0,Weekday,17,1,8.7,0
65,-113.98272209847585,50.866671426156344,10,Summer,6,Weekend,22,0,9.0,0
184,-114.1818106397898,51.12266305782937,12,Winter,4,Weekday,22,0,3.1,0
59,-114.06099302805104,51.154249539525786,9,Summer,5,Weekday,1,0,7.2,1
1090,-114.0623519,51.1105494,12,Winter,5,Weekday,15,0,-10.2,1
657,-114.0687682,50.96863426,5,Winter,3,Weekday,13,0,3.6,1
429,-114.1171836,50.91088741,4,Winter,2,Weekday,19,1,-4.0,1
315,-114.10996233093373,51.134401732513886,1,Winter,5,Weekday,12,0,1.5,0
302,-114.25147736203523,51.12130954244103,11,Summer,1,Weekday,17,0,-21.7,0
228,-114.17055256761157,51.17866065420717,12,Winter,3,Weekday,14,0,-14.5,1
932,-113.9510869,50.88670191,12,Winter,1,Weekday,8,0,-13.5,1
168,-114.14690389022917,51.040940801552146,4,Winter,2,Weekday,14,1,3.1,0
583,-113.95961441094616,50.868179102554244,9,Summer,4,Weekday,19,0,1.4,0
1332,-114.08996022858457,50.9041509097253,1,Winter,4,Weekday,17,0,-15.7,0
224,-113.9959606409851,51.05912759372293,11,Winter,1,Weekday,11,0,10.0,0
647,-114.2114015,51.05970278,6,Summer,1,Weekday,14,0,13.9,1
113,-114.14260583561122,51.10574080525404,5,Summer,6,Weekend,1,0,-5.4,0
1448,-114.0665691,51.03043667,6,Summer,3,Weekday,2,1,11.5,1
1461,-114.0543557,51.05973603,5,Winter,2,Weekday,15,1,3.9,1
1425,-114.2158343,51.14201228,6,Summer,1,Weekday,22,0,11.6,1
1167,-114.0722057,51.08738351,9,Summer,3,Weekday,7,1,0.7,1
1137,-113.9352317,51.04562684,11,Winter,4,Weekday,19,0,-0.6,1
26,-114.12168387485376,51.03781835659552,3,Summer,1,Weekday,19,1,-5.1,0
697,-114.00413689271967,51.0742243076229,7,Summer,6,Weekend,19,0,13.8,0
980,-114.0000124,51.07181411,10,Summer,2,Weekday,14,0,3.8,1
1364,-114.0855633,50.91753748,10,Summer,2,Weekday,11,0,-4.5,1
970,-114.10940592615408,50.96118944293926,11,Summer,0,Weekday,13,0,8.9,0
150,-114.07686801788678,51.03781084256688,5,Winter,0,Weekday,23,0,5.8,1
1247,-113.8770173060175,50.92601316500434,9,Summer,1,Weekday,23,0,16.7,0
1401,-113.94727402362228,50.906848282861176,2,Winter,4,Weekday,15,0,-17.1,0
1273,-114.07565504149152,51.18112439353929,6,Summer,6,Weekend,15,1,8.9,0
1460,-114.1801396,51.14853135,5,Winter,3,Weekday,9,1,3.9,1
840,-114.12547298844932,51.08072121734754,3,Winter,0,Weekday,17,0,-8.4,0
1457,-114.14709723459693,51.06687497011663,8,Summer,6,Weekend,15,0,12.7,0
1402,-114.069663,51.14223202,8,Summer,4,Weekday,16,1,11.4,1
954,-114.0947355,51.07052903,11,Winter,4,Weekday,14,0,-4.9,1
1327,-114.2044387,51.13318482,11,Winter,0,Weekday,7,0,-4.6,1
1390,-114.1248844,50.95195056,9,Summer,0,Weekday,20,0,10.0,1
750,-114.076868,51.03781084,11,Winter,6,Weekend,14,0,-11.9,1
10,-114.07397198615398,51.01139673429547,11,Winter,4,Weekday,15,0,0.5,1
65,-114.17104763151076,51.017248983037774,9,Summer,0,Weekday,14,1,8.3,1
726,-114.15282432375653,51.01140630162122,2,Summer,6,Weekend,16,1,-7.3,0
1310,-114.11839535652855,51.088092833481205,8,Winter,2,Weekday,16,0,8.6,0
1093,-114.04836101048836,51.034058034545644,9,Summer,0,Weekday,16,0,14.7,0
290,-113.97007975651708,51.03790339979385,10,Summer,5,Weekday,17,0,2.9,1
1504,-114.0140245,51.06703722,12,Winter,0,Weekday,12,0,-20.3,1
602,-113.9535273596567,51.04601098410417,11,Summer,5,Weekday,21,0,7.1,0
1367,-114.0636199,51.03699705,9,Summer,4,Weekday,19,1,1.4,1
554,-114.05676570277635,51.06879940098503,9,Summer,6,Weekend,14,0,11.7,0
531,-113.99361076250989,50.89352597062665,11,Summer,0,Weekday,19,0,1.4,0
82,-114.15972003236152,51.16176627739841,8,Winter,1,Weekday,15,0,-20.4,0
708,-113.96229754576424,51.084252259168565,9,Summer,6,Weekend,0,1,12.5,0
1152,-114.09777438346333,50.919137946504584,9,Summer,6,Weekend,22,1,12.8,0
25,-114.07709505397814,51.01445881646518,10,Summer,1,Weekday,1,1,6.9,0
608,-114.1335125,51.10554505,8,Summer,4,Weekday,17,0,12.1,1
1015,-114.0947098,51.03851,6,Summer,4,Weekday,15,1,2.1,1
1338,-114.04040912619342,50.92818882337722,5,Summer,6,Weekday,22,0,14.6,0
1051,-114.0872862,51.052503,2,Winter,3,Weekday,15,0,-24.8,1
95,-114.11718110797887,50.90649068190303,4,Winter,0,Weekend,13,0,-5.0,0
1311,-114.21945628954221,51.073128914258,7,Summer,3,Weekday,16,0,4.8,0
664,-114.085539,50.94161761,4,Winter,2,Weekday,15,0,-3.4,1
645,-114.12284640812649,51.085130493472754,12,Summer,5,Weekday,22,0,9.5,0
863,-114.17759536850038,51.036607893745284,9,Summer,3,Weekday,19,0,12.3,0
440,-114.08054099176931,50.96031563102108,9,Summer,6,Weekend,21,1,9.2,0
508,-114.1063596,50.96109263,12,Winter,3,Weekday,9,1,-3.9,1
288,-114.08136551895068,50.99233371095522,10,Summer,0,Weekday,22,1,5.2,1
432,-114.04003462497114,51.02780723758152,12,Winter,4,Weekday,20,0,8.4,0
484,-114.17405140913424,51.039792389226555,9,Summer,5,Weekday,16,1,12.8,0
500,-114.076051,51.04971127,12,Winter,3,Weekday,12,1,-20.5,1
1015,-114.18387564972221,51.12296821696876,12,Winter,1,Weekday,15,1,-11.5,0
422,-113.95255497784369,51.155243380917355,11,Winter,3,Weekday,11,0,-13.2,0
1258,-114.083004,50.88320029,4,Winter,1,Weekday,10,0,-4.3,1
1133,-114.0538516,51.0974852,11,Winter,4,Weekday,17,1,-11.3,1
1323,-114.20354223968502,51.071092304356924,3,Winter,4,Weekday,15,1,0.6,0
1282,-114.0372317,50.90622514,3,Winter,2,Weekday,15,1,-20.3,1
878,-113.90456898670078,50.89233212723386,11,Summer,5,Weekday,18,1,9.8,0
1271,-114.11630502839539,50.89995179341623,8,Summer,1,Weekend,23,0,13.4,0
108,-114.12565168948099,50.963314583535556,8,Summer,2,Weekday,15,1,0.0,0
133,-114.11529810385183,50.99841088170596,2,Winter,4,Weekday,17,1,-17.4,0
1280,-114.0574201,51.11065449,3,Winter,6,Weekend,22,1,-13.4,1
543,-114.0947614,51.04420982,10,Summer,4,Weekday,14,1,-1.6,1
392,-114.0656616,51.04339518,6,Summer,5,Weekday,1,0,10.3,1
699,-114.05807811522075,51.048255070569724,1,Summer,0,Weekday,15,0,12.7,0
928,-113.9895154,51.0379278,12,Winter,2,Weekday,13,1,-5.0,1
166,-114.08937169137201,50.994245805830225,10,Winter,4,Weekday,19,0,-16.4,0
941,-114.1383185,51.03780596,12,Winter,2,Weekday,9,1,-8.5,1
180,-114.07532757454071,50.9075222432725,10,Winter,3,Weekday,17,1,9.0,0
1287,-114.073972073596,51.11012972242804,12,Winter,6,Weekday,9,0,6.2,0
360,-114.10894713380979,50.9021879758208,6,Summer,2,Weekday,19,1,7.7,0
1374,-114.19787638450318,51.03883596113301,11,Winter,4,Weekday,20,0,3.5,0
1351,-114.01283595876781,51.05817975975429,12,Summer,4,Weekday,16,1,3.5,0
1193,-113.95795959952459,50.933622534767196,2,Summer,6,Weekend,19,1,4.7,0
316,-114.18449253464114,51.02309986305462,10,Summer,6,Weekend,6,1,5.8,0
442,-113.93348898587996,51.07256806281876,9,Summer,2,Weekday,20,0,-1.5,0
812,-114.15961848257895,51.11957327074691,1,Winter,4,Weekday,8,0,-15.7,0
369,-114.15156530273003,51.09501150310437,8,Winter,1,Weekday,22,0,4.4,0
1448,-114.04254412236416,51.034881787227995,8,Summer,6,Weekend,15,1,15.4,0
648,-114.07862162087768,50.985247431618376,9,Summer,6,Weekend,1,0,5.3,0
697,-114.2143813,51.01329438,1,Winter,5,Weekday,15,0,-19.2,1
124,-114.06676121783288,50.90685225240351,7,Summer,6,Weekend,18,1,11.1,1
1336,-114.07142925637172,50.99158569603436,11,Summer,3,Weekday,22,0,4.2,0
1339,-114.05721257498148,50.94576620417676,10,Summer,1,Weekday,22,0,16.3,0
1063,-114.1397414,51.03779969,1,Winter,3,Weekday,18,1,-19.2,1
1431,-114.0446067,51.11575379,6,Summer,3,Weekday,12,1,7.0,1
281,-113.98305139486868,51.0361138950769,10,Summer,4,Weekday,18,0,4.7,1
162,-114.1897454878873,51.138878518590616,7,Winter,5,Weekday,16,0,-1.6,0
885,-113.9433315,50.8965613,3,Winter,2,Weekday,16,1,-5.4,1
200,-114.13515864843926,51.180561306000214,10,Summer,3,Weekday,11,0,5.3,0
1349,-114.1515328,51.04659548,10,Summer,0,Weekday,9,0,-7.4,1
202,-114.1722555619237,51.02369015383533,2,Winter,6,Weekend,17,0,-11.0,0
745,-113.92204194567961,51.13657582236547,1,Winter,0,Weekday,11,0,4.4,0
529,-114.0436198,51.04383187,11,Winter,2,Weekday,20,0,-1.3,1
815,-113.93892832634627,51.052361718467786,6,Summer,0,Weekday,13,0,14.7,0
586,-114.20751389740906,51.05011986799266,11,Summer,5,Weekday,17,0,8.3,0
1091,-113.9104378353096,51.03054776698832,7,Summer,1,Weekday,8,1,-14.7,0
1200,-113.9955254,51.03786372,8,Summer,3,Weekday,16,1,12.0,1
518,-114.2053814,51.11763095,11,Winter,2,Weekday,14,0,-10.3,1
1486,-114.00776724999922,50.981407754065444,12,Summer,5,Weekday,12,0,-5.4,0
1140,-114.0666528,51.01130333,10,Summer,0,Weekday,16,0,-2.3,1
347,-114.19703049286116,51.01305763797306,11,Winter,2,Weekday,12,0,-8.7,0
479,-114.11222542010832,51.14416866348332,3,Winter,3,Weekday,6,0,-13.0,0
1474,-114.01447613763811,50.920065053688674,9,Summer,6,Weekend,6,0,13.0,0
893,-113.955181,50.95212613,2,Winter,5,Weekday,6,0,-9.6,1
981,-114.0586757,50.96399381,10,Summer,2,Weekday,6,0,3.8,1
1275,-114.0610022,51.03947315,3,Winter,5,Weekday,22,1,-3.9,1
642,-114.20512670012151,51.03781461494061,9,Summer,6,Weekend,15,1,6.3,0
800,-113.9413354,51.1358309,9,Summer,2,Weekday,9,0,4.5,1
1066,-114.1150922,51.00871121,1,Winter,5,Weekday,23,1,-18.6,1
266,-113.96474699381596,50.91669453776415,10,Summer,0,Weekday,15,0,-6.7,1
16,-114.06390556197059,50.9722625,3,Winter,3,Weekday,17,0,4.7,0
319,-114.06259720108912,51.03047149478677,9,Summer,1,Weekday,17,0,0.7,1
482,-114.0464348,51.08496776,1,Winter,1,Weekday,14,0,-6.9,1
182,-113.97692559010076,51.05248719692251,2,Winter,2,Weekday,20,0,-5.4,1
294,-114.05461025708767,51.081507243658855,10,Summer,1,Weekday,21,0,6.0,1
533,-113.9645819,51.07686607,11,Winter,5,Weekday,8,0,-4.8,1
558,-114.22289192404874,51.12432446266789,3,Winter,1,Weekday,15,1,-18.8,0
521,-113.92575035847089,51.126293483920456,11,Summer,6,Weekend,14,0,10.5,0
699,-113.9728668,51.03777031,1,Winter,1,Weekday,21,0,-17.5,1
426,-114.05694353682269,51.09232361237535,3,Winter,3,Weekday,18,0,-27.4,0
193,-113.92894284105634,51.041153345636204,9,Summer,4,Weekday,15,0,-2.2,0
1387,-113.94554383248844,50.8765550554557,10,Winter,1,Weekday,20,0,-6.6,0
689,-113.91078548112083,50.90177657046141,8,Summer,2,Weekday,10,1,8.1,0
478,-114.03764450996319,51.16854907158237,10,Winter,5,Weekday,15,0,1.0,0
1228,-114.01917550280272,51.0193480799541,12,Winter,6,Weekend,11,0,6.0,0
563,-114.111198,51.03526906,10,Summer,6,Weekend,19,0,3.0,1
274,-114.16273905995682,51.07147321385495,10,Summer,0,Weekday,19,0,1.9,1
1131,-113.94957430635571,50.95316829191673,9,Summer,3,Weekday,3,0,0.8,0
621,-114.0679099,50.90154159,7,Summer,6,Weekend,17,1,13.5,1
145,-114.15207108306068,51.0770984373441,11,Summer,6,Weekend,12,0,13.0,0
1154,-114.0842568,51.03819384,10,Summer,2,Weekday,16,0,1.6,1
1219,-113.9564402,51.09290341,6,Summer,5,Weekday,19,1,6.2,1
1256,-114.0975958,51.03783034,4,Winter,5,Weekday,11,0,-4.4,1
999,-114.2113796,51.05699539,9,Summer,2,Weekday,8,0,3.1,1
1088,-114.1893571,51.12511516,12,Winter,0,Weekday,11,1,-13.4,1
706,-114.0728152,50.97956508,1,Winter,0,Weekday,16,0,-8.3,1
